                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.70471,                0.65981,                0.87121,                0.91192,                0.78222,                0.89697,                0.69404,                0.81749,                0.53928,                0.89496,              0.0010696,              0.0010696,              0.0010696
                    157,                0.70981,                0.67993,                0.87387,                0.89789,                0.78982,                 0.8976,                0.69601,                0.80615,                0.53487,                0.89233,              0.0010288,              0.0010288,              0.0010288
                    158,                0.69508,                0.65508,                0.87182,                0.89601,                0.79577,                0.89624,                0.68598,                0.84702,                0.54921,                0.90556,             0.00098877,             0.00098877,             0.00098877
                    159,                0.70381,                0.66175,                0.87178,                0.89291,                 0.7995,                0.89817,                0.67921,                0.87788,                0.55071,                0.91398,              0.0009495,              0.0009495,              0.0009495
                    160,                 0.6993,                0.65189,                0.87257,                0.89001,                0.80076,                0.89804,                0.69692,                0.80532,                0.53329,                  0.891,             0.00091099,             0.00091099,             0.00091099
                    161,                0.69113,                0.64449,                0.87191,                0.89514,                0.79414,                0.89704,                0.70113,                0.79096,                0.52997,                0.88474,             0.00087325,             0.00087325,             0.00087325
                    162,                0.69825,                0.65451,                0.87273,                0.89756,                0.79349,                0.89787,                0.70764,                0.76661,                0.52488,                0.87705,             0.00083629,             0.00083629,             0.00083629
                    163,                0.69058,                0.64761,                0.87286,                0.90208,                0.78907,                0.89795,                0.70782,                0.76302,                0.52065,                0.87301,             0.00080013,             0.00080013,             0.00080013
                    164,                0.68672,                0.65267,                0.86809,                0.91159,                0.79244,                0.90024,                0.71054,                0.74892,                0.51526,                0.87123,             0.00076476,             0.00076476,             0.00076476
                    165,                0.67983,                0.64467,                0.86747,                0.91019,                0.79207,                0.90095,                0.70076,                0.79962,                0.52473,                 0.8896,              0.0007302,              0.0007302,              0.0007302
                    166,                 0.6849,                0.64459,                0.86633,                0.91443,                0.78808,                0.90187,                 0.7013,                0.79782,                0.52219,                0.88574,             0.00069646,             0.00069646,             0.00069646
                    167,                0.68556,                0.64248,                 0.8671,                0.90178,                0.79467,                0.90178,                0.71105,                0.76103,                0.51302,                0.87931,             0.00066354,             0.00066354,             0.00066354
                    168,                0.68634,                0.63809,                0.86363,                 0.9058,                0.78856,                0.90168,                0.70399,                0.79381,                0.51963,                0.88745,             0.00063146,             0.00063146,             0.00063146
                    169,                0.67563,                0.62336,                0.86839,                0.91696,                 0.7873,                0.90241,                0.70007,                0.80839,                 0.5229,                0.88831,             0.00060022,             0.00060022,             0.00060022
                    170,                0.66616,                0.61973,                0.86603,                0.90309,                0.79906,                0.90265,                0.69914,                0.81348,                0.52479,                0.88923,             0.00056983,             0.00056983,             0.00056983
                    171,                0.67101,                0.61758,                0.86426,                0.90396,                 0.8022,                 0.9035,                0.70917,                0.77462,                0.51385,                0.87961,             0.00054029,             0.00054029,             0.00054029
                    172,                0.67569,                0.63128,                0.86293,                0.89775,                 0.8055,                0.90429,                  0.709,                0.77498,                 0.5125,                0.87697,             0.00051161,             0.00051161,             0.00051161
                    173,                0.66264,                0.62055,                0.86282,                0.89637,                0.80783,                0.90475,                0.69787,                0.82455,                0.52543,                0.89313,             0.00048381,             0.00048381,             0.00048381
                    174,                0.67504,                0.62121,                0.86298,                0.90258,                0.80557,                0.90603,                0.70415,                0.80026,                0.51545,                0.89121,             0.00045688,             0.00045688,             0.00045688
                    175,                0.67416,                0.61957,                0.86389,                0.90966,                0.79937,                0.90556,                0.70202,                0.80641,                0.51762,                0.89174,             0.00043084,             0.00043084,             0.00043084
                    176,                 0.6567,                0.60053,                  0.861,                 0.9103,                0.79924,                0.90524,                0.71172,                0.76711,                0.50979,                0.87547,             0.00040569,             0.00040569,             0.00040569
                    177,                0.66483,                0.61777,                0.85975,                0.90669,                0.80093,                 0.9056,                0.71322,                0.75803,                0.50418,                0.87362,             0.00038144,             0.00038144,             0.00038144
                    178,                0.65972,                0.61164,                0.85973,                0.91667,                0.79774,                 0.9062,                0.71311,                0.76324,                0.50464,                0.87445,             0.00035809,             0.00035809,             0.00035809
                    179,                0.66113,                0.61644,                0.86245,                0.90779,                0.80334,                0.90561,                0.71262,                 0.7632,                0.50441,                0.87504,             0.00033564,             0.00033564,             0.00033564
                    180,                0.65847,                0.60571,                0.86266,                0.90814,                0.80518,                 0.9061,                0.71392,                0.76366,                0.50271,                0.87595,             0.00031411,             0.00031411,             0.00031411
                    181,                 0.6514,                0.59934,                0.85804,                 0.9091,                0.80462,                0.90672,                0.71029,                0.77963,                0.50615,                0.88065,              0.0002935,              0.0002935,              0.0002935
                    182,                0.64272,                0.59303,                0.85491,                0.91212,                0.80204,                0.90643,                0.71407,                0.76333,                 0.5018,                0.87631,             0.00027382,             0.00027382,             0.00027382
                    183,                0.64849,                0.60358,                 0.8582,                0.91077,                0.80341,                0.90698,                0.71794,                0.74907,                0.49679,                0.87238,             0.00025506,             0.00025506,             0.00025506
                    184,                0.64526,                0.59616,                0.85541,                0.92058,                0.79754,                0.90714,                0.71517,                0.75862,                0.49834,                0.87382,             0.00023724,             0.00023724,             0.00023724
                    185,                0.63871,                0.58205,                0.85737,                0.90915,                0.80453,                 0.9079,                0.71859,                0.74628,                0.49501,                0.87064,             0.00022035,             0.00022035,             0.00022035
                    186,                0.64388,                0.58741,                0.85601,                0.91205,                0.80232,                0.90805,                0.71757,                 0.7488,                 0.4956,                0.87179,             0.00020441,             0.00020441,             0.00020441
                    187,                0.64382,                 0.5835,                0.85661,                0.91529,                0.80431,                0.90883,                0.71577,                0.76183,                0.49552,                0.87522,             0.00018942,             0.00018942,             0.00018942
                    188,                0.63541,                0.57915,                0.85568,                0.90736,                0.81222,                0.90959,                0.71589,                0.76435,                0.49592,                0.87653,             0.00017537,             0.00017537,             0.00017537
                    189,                 0.6403,                0.58075,                0.85419,                0.91245,                0.81061,                0.91018,                0.72127,                0.74295,                0.49088,                0.87019,             0.00016228,             0.00016228,             0.00016228
                    190,                0.63767,                0.58375,                0.85661,                0.91088,                0.80943,                0.90959,                 0.7189,                 0.7498,                0.49391,                0.87209,             0.00015014,             0.00015014,             0.00015014
                    191,                0.57526,                0.48278,                0.84938,                0.91238,                0.80752,                0.91015,                0.72059,                0.74691,                0.49325,                0.87336,             0.00013897,             0.00013897,             0.00013897
                    192,                0.57581,                0.48258,                0.84811,                0.91099,                0.80921,                0.91038,                0.72217,                0.73988,                0.49028,                0.87062,             0.00012875,             0.00012875,             0.00012875
                    193,                0.57153,                0.47514,                0.84509,                0.91963,                0.80237,                0.91049,                0.72378,                0.72725,                0.48667,                0.86648,             0.00011951,             0.00011951,             0.00011951
                    194,                0.56565,                0.47248,                0.84528,                0.91892,                0.80511,                0.91059,                0.72124,                0.74468,                0.48885,                0.87246,             0.00011123,             0.00011123,             0.00011123
                    195,                0.56465,                0.47262,                0.84269,                0.91611,                0.80682,                0.91063,                0.71743,                0.76286,                0.49281,                0.87867,             0.00010391,             0.00010391,             0.00010391
                    196,                0.56868,                0.47701,                0.84303,                0.91811,                0.80645,                0.91157,                0.72047,                0.75511,                 0.4908,                0.87503,             9.7575e-05,             9.7575e-05,             9.7575e-05
                    197,                0.55834,                0.46342,                0.84327,                0.91995,                0.80572,                0.91164,                0.72444,                0.73617,                0.48503,                0.86822,             9.2207e-05,             9.2207e-05,             9.2207e-05
                    198,                0.56574,                0.46988,                0.84264,                0.91408,                0.81015,                0.91172,                0.72658,                 0.7277,                0.48205,                0.86551,             8.7814e-05,             8.7814e-05,             8.7814e-05
                    199,                0.55607,                0.46503,                0.84453,                0.91403,                0.81115,                0.91201,                0.72619,                0.73052,                0.48238,                0.86548,             8.4396e-05,             8.4396e-05,             8.4396e-05
                    200,                0.55276,                0.45505,                0.84349,                 0.9154,                0.81115,                0.91226,                 0.7259,                0.73219,                 0.4822,                0.86714,             8.1954e-05,             8.1954e-05,             8.1954e-05
